date,sunrise,sunset,daylength,daylength_difference,at_start,at_end,nt_start,nt_end,ct_start,ct_end,sn_time,sn_mil_km
2012-08-11,05:36:00,20:57:00,920.0,252.0,,00:25:00,03:50:00,22:42:00,04:52:00,21:41:00,13:17:00,151.604
2012-08-12,05:38:00,20:55:00,916.0,254.0,,00:17:00,03:53:00,22:39:00,04:54:00,21:39:00,13:17:00,151.58
2012-08-13,05:40:00,20:53:00,912.0,255.0,,00:09:00,03:56:00,22:35:00,04:56:00,21:36:00,13:17:00,151.554
2012-08-14,05:42:00,20:50:00,908.0,256.0,,00:02:00,03:59:00,22:32:00,04:58:00,21:34:00,13:17:00,151.528
2012-08-15,05:44:00,20:48:00,903.0,258.0,02:39:00,23:49:00,04:02:00,22:29:00,05:01:00,21:31:00,13:17:00,151.501
2012-08-16,05:46:00,20:46:00,899.0,259.0,02:45:00,23:43:00,04:05:00,22:25:00,05:03:00,21:28:00,13:16:00,151.474
2012-08-17,05:48:00,20:43:00,895.0,260.0,02:50:00,23:38:00,04:08:00,22:22:00,05:05:00,21:26:00,13:16:00,151.445
2012-08-18,05:50:00,20:41:00,890.0,261.0,02:55:00,23:32:00,04:11:00,22:19:00,05:07:00,21:23:00,13:16:00,151.416
2012-08-19,05:52:00,20:38:00,886.0,262.0,03:00:00,23:27:00,04:14:00,22:15:00,05:10:00,21:20:00,13:16:00,151.386
2012-08-20,05:54:00,20:36:00,882.0,263.0,03:05:00,23:22:00,04:17:00,22:12:00,05:12:00,21:18:00,13:16:00,151.356
2012-08-21,05:56:00,20:33:00,877.0,264.0,03:09:00,23:17:00,04:20:00,22:09:00,05:14:00,21:15:00,13:15:00,151.325
2012-08-22,05:58:00,20:31:00,873.0,265.0,03:14:00,23:13:00,04:22:00,22:06:00,05:16:00,21:12:00,13:15:00,151.293
2012-08-23,06:00:00,20:29:00,868.0,266.0,03:18:00,23:08:00,04:25:00,22:02:00,05:18:00,21:09:00,13:15:00,151.26
2012-08-24,06:02:00,20:26:00,864.0,267.0,03:22:00,23:04:00,04:28:00,21:59:00,05:21:00,21:07:00,13:15:00,151.227
2012-08-25,06:04:00,20:24:00,859.0,267.0,03:26:00,22:59:00,04:30:00,21:56:00,05:23:00,21:04:00,13:14:00,151.194
2012-08-26,06:06:00,20:21:00,855.0,268.0,03:30:00,22:55:00,04:33:00,21:53:00,05:25:00,21:01:00,13:14:00,151.16
2012-08-27,06:08:00,20:18:00,850.0,269.0,03:33:00,22:51:00,04:36:00,21:50:00,05:27:00,20:59:00,13:14:00,151.125
2012-08-28,06:09:00,20:16:00,846.0,269.0,03:37:00,22:47:00,04:38:00,21:46:00,05:29:00,20:56:00,13:13:00,151.091
2012-08-29,06:11:00,20:13:00,841.0,270.0,03:41:00,22:42:00,04:41:00,21:43:00,05:31:00,20:53:00,13:13:00,151.056
2012-08-30,06:13:00,20:11:00,837.0,270.0,03:44:00,22:38:00,04:43:00,21:40:00,05:34:00,20:50:00,13:13:00,151.021
2012-08-31,06:15:00,20:08:00,832.0,271.0,03:48:00,22:34:00,04:46:00,21:37:00,05:36:00,20:48:00,13:12:00,150.985
2012-09-01,06:17:00,20:06:00,828.0,271.0,03:51:00,22:31:00,04:48:00,21:34:00,05:38:00,20:45:00,13:12:00,150.95
2012-09-02,06:19:00,20:03:00,823.0,272.0,03:54:00,22:27:00,04:51:00,21:31:00,05:40:00,20:42:00,13:12:00,150.914
2012-09-03,06:21:00,20:00:00,819.0,272.0,03:57:00,22:23:00,04:53:00,21:28:00,05:42:00,20:39:00,13:11:00,150.878
2012-09-04,06:23:00,19:58:00,814.0,272.0,04:01:00,22:19:00,04:56:00,21:25:00,05:44:00,20:37:00,13:11:00,150.842
2012-09-05,06:25:00,19:55:00,810.0,273.0,04:04:00,22:15:00,04:58:00,21:21:00,05:46:00,20:34:00,13:11:00,150.806
2012-09-06,06:27:00,19:53:00,805.0,273.0,04:07:00,22:12:00,05:01:00,21:18:00,05:48:00,20:31:00,13:10:00,150.769
2012-09-07,06:29:00,19:50:00,801.0,273.0,04:10:00,22:08:00,05:03:00,21:15:00,05:50:00,20:28:00,13:10:00,150.732
2012-09-08,06:31:00,19:47:00,796.0,274.0,04:13:00,22:05:00,05:05:00,21:12:00,05:53:00,20:26:00,13:10:00,150.695
2012-09-09,06:33:00,19:45:00,791.0,274.0,04:16:00,22:01:00,05:08:00,21:09:00,05:55:00,20:23:00,13:09:00,150.657
2012-09-10,06:35:00,19:42:00,787.0,274.0,04:18:00,21:57:00,05:10:00,21:06:00,05:57:00,20:20:00,13:09:00,150.619
2012-09-11,06:37:00,19:39:00,782.0,274.0,04:21:00,21:54:00,05:12:00,21:03:00,05:59:00,20:17:00,13:09:00,150.581
2012-09-12,06:39:00,19:37:00,778.0,275.0,04:24:00,21:51:00,05:15:00,21:00:00,06:01:00,20:15:00,13:08:00,150.542
2012-09-13,06:41:00,19:34:00,773.0,275.0,04:27:00,21:47:00,05:17:00,20:57:00,06:03:00,20:12:00,13:08:00,150.503
2012-09-14,06:43:00,19:32:00,769.0,275.0,04:29:00,21:44:00,05:19:00,20:54:00,06:05:00,20:09:00,13:08:00,150.463
2012-09-15,06:44:00,19:29:00,764.0,275.0,04:32:00,21:40:00,05:21:00,20:52:00,06:07:00,20:06:00,13:07:00,150.423
2012-09-16,06:46:00,19:26:00,759.0,275.0,04:35:00,21:37:00,05:24:00,20:49:00,06:09:00,20:04:00,13:07:00,150.383
2012-09-17,06:48:00,19:24:00,755.0,275.0,04:37:00,21:34:00,05:26:00,20:46:00,06:11:00,20:01:00,13:07:00,150.342
2012-09-18,06:50:00,19:21:00,750.0,276.0,04:40:00,21:31:00,05:28:00,20:43:00,06:13:00,19:58:00,13:06:00,150.3
2012-09-19,06:52:00,19:18:00,746.0,276.0,04:42:00,21:27:00,05:30:00,20:40:00,06:15:00,19:55:00,13:06:00,150.258
2012-09-20,06:54:00,19:16:00,741.0,276.0,04:45:00,21:24:00,05:32:00,20:37:00,06:17:00,19:53:00,13:06:00,150.216
2012-09-21,06:56:00,19:13:00,736.0,276.0,04:47:00,21:21:00,05:35:00,20:34:00,06:19:00,19:50:00,13:05:00,150.174
2012-09-22,06:58:00,19:10:00,732.0,276.0,04:50:00,21:18:00,05:37:00,20:31:00,06:21:00,19:47:00,13:05:00,150.131
2012-09-23,07:00:00,19:08:00,727.0,276.0,04:52:00,21:15:00,05:39:00,20:29:00,06:23:00,19:45:00,13:04:00,150.088
2012-09-24,07:02:00,19:05:00,722.0,276.0,04:55:00,21:12:00,05:41:00,20:26:00,06:25:00,19:42:00,13:04:00,150.045
2012-09-25,07:04:00,19:02:00,718.0,276.0,04:57:00,21:09:00,05:43:00,20:23:00,06:27:00,19:39:00,13:04:00,150.002
2012-09-26,07:06:00,19:00:00,713.0,276.0,04:59:00,21:06:00,05:45:00,20:20:00,06:29:00,19:37:00,13:03:00,149.959
2012-09-27,07:08:00,18:57:00,709.0,276.0,05:02:00,21:03:00,05:47:00,20:17:00,06:31:00,19:34:00,13:03:00,149.915
2012-09-28,07:10:00,18:54:00,704.0,276.0,05:04:00,21:00:00,05:49:00,20:15:00,06:33:00,19:31:00,13:03:00,149.872
2012-09-29,07:12:00,18:52:00,699.0,276.0,05:06:00,20:57:00,05:51:00,20:12:00,06:35:00,19:29:00,13:02:00,149.829
2012-09-30,07:14:00,18:49:00,695.0,276.0,05:08:00,20:54:00,05:53:00,20:09:00,06:37:00,19:26:00,13:02:00,149.787
2012-10-01,07:16:00,18:47:00,690.0,276.0,05:11:00,20:51:00,05:56:00,20:07:00,06:39:00,19:23:00,13:02:00,149.744
2012-10-02,07:18:00,18:44:00,686.0,275.0,05:13:00,20:48:00,05:58:00,20:04:00,06:41:00,19:21:00,13:01:00,149.701
2012-10-03,07:20:00,18:41:00,681.0,275.0,05:15:00,20:46:00,06:00:00,20:01:00,06:43:00,19:18:00,13:01:00,149.659
2012-10-04,07:22:00,18:39:00,676.0,275.0,05:17:00,20:43:00,06:02:00,19:59:00,06:45:00,19:16:00,13:01:00,149.616
2012-10-05,07:24:00,18:36:00,672.0,275.0,05:19:00,20:40:00,06:04:00,19:56:00,06:47:00,19:13:00,13:01:00,149.574
2012-10-06,07:26:00,18:34:00,667.0,275.0,05:22:00,20:37:00,06:06:00,19:54:00,06:49:00,19:11:00,13:00:00,149.532
2012-10-07,07:28:00,18:31:00,663.0,275.0,05:24:00,20:35:00,06:08:00,19:51:00,06:51:00,19:08:00,13:00:00,149.49
2012-10-08,07:30:00,18:28:00,658.0,275.0,05:26:00,20:32:00,06:10:00,19:48:00,06:53:00,19:06:00,13:00:00,149.448
2012-10-09,07:32:00,18:26:00,654.0,274.0,05:28:00,20:29:00,06:12:00,19:46:00,06:55:00,19:03:00,12:59:00,149.406
2012-10-10,07:34:00,18:23:00,649.0,274.0,05:30:00,20:27:00,06:14:00,19:43:00,06:57:00,19:01:00,12:59:00,149.364
2012-10-11,07:36:00,18:21:00,644.0,274.0,05:32:00,20:24:00,06:16:00,19:41:00,06:59:00,18:58:00,12:59:00,149.322
2012-10-12,07:38:00,18:18:00,640.0,273.0,05:34:00,20:22:00,06:18:00,19:38:00,07:01:00,18:56:00,12:59:00,149.28
2012-10-13,07:40:00,18:16:00,635.0,273.0,05:36:00,20:19:00,06:20:00,19:36:00,07:03:00,18:53:00,12:58:00,149.237
2012-10-14,07:42:00,18:13:00,631.0,273.0,05:38:00,20:17:00,06:22:00,19:34:00,07:05:00,18:51:00,12:58:00,149.195
2012-10-15,07:44:00,18:11:00,626.0,272.0,05:40:00,20:14:00,06:24:00,19:31:00,07:07:00,18:48:00,12:58:00,149.153
2012-10-16,07:46:00,18:08:00,622.0,272.0,05:42:00,20:12:00,06:25:00,19:29:00,07:08:00,18:46:00,12:58:00,149.11
2012-10-17,07:48:00,18:06:00,617.0,271.0,05:44:00,20:10:00,06:27:00,19:26:00,07:10:00,18:44:00,12:58:00,149.068
2012-10-18,07:50:00,18:03:00,613.0,271.0,05:46:00,20:07:00,06:29:00,19:24:00,07:12:00,18:41:00,12:57:00,149.025
2012-10-19,07:52:00,18:01:00,608.0,270.0,05:48:00,20:05:00,06:31:00,19:22:00,07:14:00,18:39:00,12:57:00,148.982
2012-10-20,07:54:00,17:59:00,604.0,269.0,05:50:00,20:03:00,06:33:00,19:20:00,07:16:00,18:37:00,12:57:00,148.94
2012-10-21,07:57:00,17:56:00,599.0,269.0,05:52:00,20:00:00,06:35:00,19:17:00,07:18:00,18:34:00,12:57:00,148.897
2012-10-22,07:59:00,17:54:00,595.0,268.0,05:54:00,19:58:00,06:37:00,19:15:00,07:20:00,18:32:00,12:57:00,148.855
2012-10-23,08:01:00,17:51:00,590.0,267.0,05:56:00,19:56:00,06:39:00,19:13:00,07:22:00,18:30:00,12:57:00,148.812
2012-10-24,08:03:00,17:49:00,586.0,266.0,05:58:00,19:54:00,06:41:00,19:11:00,07:24:00,18:28:00,12:56:00,148.771
2012-10-25,08:05:00,17:47:00,581.0,265.0,06:00:00,19:52:00,06:43:00,19:09:00,07:26:00,18:25:00,12:56:00,148.729
2012-10-26,08:07:00,17:44:00,577.0,264.0,06:02:00,19:49:00,06:45:00,19:07:00,07:28:00,18:23:00,12:56:00,148.688
2012-10-27,08:09:00,17:42:00,572.0,263.0,06:04:00,19:47:00,06:47:00,19:05:00,07:30:00,18:21:00,12:56:00,148.647
2012-10-28,07:11:00,16:40:00,568.0,262.0,05:06:00,18:45:00,05:49:00,18:03:00,06:32:00,17:19:00,11:56:00,148.607
2012-10-29,07:13:00,16:38:00,564.0,261.0,05:07:00,18:43:00,05:50:00,18:01:00,06:34:00,17:17:00,11:56:00,148.567
2012-10-30,07:16:00,16:35:00,559.0,260.0,05:09:00,18:41:00,05:52:00,17:59:00,06:36:00,17:15:00,11:56:00,148.528
2012-10-31,07:18:00,16:33:00,555.0,258.0,05:11:00,18:40:00,05:54:00,17:57:00,06:38:00,17:13:00,11:56:00,148.489
2012-11-01,07:20:00,16:31:00,551.0,257.0,05:13:00,18:38:00,05:56:00,17:55:00,06:40:00,17:11:00,11:56:00,148.451
2012-11-02,07:22:00,16:29:00,547.0,255.0,05:15:00,18:36:00,05:58:00,17:53:00,06:42:00,17:09:00,11:56:00,148.413
2012-11-03,07:24:00,16:27:00,542.0,254.0,05:17:00,18:34:00,06:00:00,17:51:00,06:44:00,17:07:00,11:56:00,148.375
2012-11-04,07:26:00,16:25:00,538.0,252.0,05:18:00,18:32:00,06:02:00,17:49:00,06:46:00,17:05:00,11:56:00,148.339
2012-11-05,07:28:00,16:23:00,534.0,250.0,05:20:00,18:31:00,06:03:00,17:47:00,06:48:00,17:03:00,11:56:00,148.302
2012-11-06,07:30:00,16:21:00,530.0,248.0,05:22:00,18:29:00,06:05:00,17:46:00,06:50:00,17:01:00,11:56:00,148.266
2012-11-07,07:33:00,16:19:00,526.0,246.0,05:24:00,18:27:00,06:07:00,17:44:00,06:52:00,16:59:00,11:56:00,148.231
2012-11-08,07:35:00,16:17:00,522.0,244.0,05:26:00,18:26:00,06:09:00,17:42:00,06:54:00,16:58:00,11:56:00,148.195
2012-11-09,07:37:00,16:15:00,518.0,242.0,05:27:00,18:24:00,06:11:00,17:41:00,06:56:00,16:56:00,11:56:00,148.161
2012-11-10,07:39:00,16:13:00,514.0,239.0,05:29:00,18:23:00,06:13:00,17:39:00,06:58:00,16:54:00,11:56:00,148.126
2012-11-11,07:41:00,16:11:00,510.0,237.0,05:31:00,18:21:00,06:14:00,17:38:00,06:59:00,16:52:00,11:56:00,148.092
2012-11-12,07:43:00,16:09:00,506.0,234.0,05:32:00,18:20:00,06:16:00,17:36:00,07:01:00,16:51:00,11:56:00,148.058
2012-11-13,07:45:00,16:07:00,502.0,231.0,05:34:00,18:18:00,06:18:00,17:35:00,07:03:00,16:49:00,11:57:00,148.024
2012-11-14,07:47:00,16:06:00,498.0,228.0,05:36:00,18:17:00,06:20:00,17:33:00,07:05:00,16:48:00,11:57:00,147.991
2012-11-15,07:49:00,16:04:00,494.0,225.0,05:37:00,18:16:00,06:21:00,17:32:00,07:07:00,16:46:00,11:57:00,147.957
2012-11-16,07:51:00,16:02:00,490.0,222.0,05:39:00,18:14:00,06:23:00,17:31:00,07:09:00,16:45:00,11:57:00,147.924
2012-11-17,07:53:00,16:01:00,487.0,219.0,05:41:00,18:13:00,06:25:00,17:29:00,07:11:00,16:43:00,11:57:00,147.892
2012-11-18,07:55:00,15:59:00,483.0,215.0,05:42:00,18:12:00,06:26:00,17:28:00,07:12:00,16:42:00,11:58:00,147.859
2012-11-19,07:57:00,15:58:00,480.0,211.0,05:44:00,18:11:00,06:28:00,17:27:00,07:14:00,16:41:00,11:58:00,147.828
2012-11-20,07:59:00,15:56:00,476.0,207.0,05:46:00,18:10:00,06:30:00,17:26:00,07:16:00,16:39:00,11:58:00,147.796
2012-11-21,08:01:00,15:55:00,473.0,203.0,05:47:00,18:09:00,06:31:00,17:25:00,07:18:00,16:38:00,11:58:00,147.765
2012-11-22,08:03:00,15:53:00,470.0,199.0,05:49:00,18:08:00,06:33:00,17:24:00,07:20:00,16:37:00,11:59:00,147.735
2012-11-23,08:05:00,15:52:00,466.0,194.0,05:50:00,18:07:00,06:34:00,17:23:00,07:21:00,16:36:00,11:59:00,147.705
2012-11-24,08:07:00,15:51:00,463.0,190.0,05:52:00,18:06:00,06:36:00,17:22:00,07:23:00,16:35:00,11:59:00,147.676
2012-11-25,08:09:00,15:49:00,460.0,185.0,05:53:00,18:05:00,06:38:00,17:21:00,07:25:00,16:34:00,11:59:00,147.648
2012-11-26,08:11:00,15:48:00,457.0,180.0,05:54:00,18:04:00,06:39:00,17:20:00,07:26:00,16:33:00,12:00:00,147.621
2012-11-27,08:13:00,15:47:00,454.0,175.0,05:56:00,18:04:00,06:40:00,17:19:00,07:28:00,16:32:00,12:00:00,147.594
2012-11-28,08:14:00,15:46:00,451.0,169.0,05:57:00,18:03:00,06:42:00,17:18:00,07:29:00,16:31:00,12:00:00,147.568
2012-11-29,08:16:00,15:45:00,449.0,164.0,05:59:00,18:02:00,06:43:00,17:18:00,07:31:00,16:30:00,12:01:00,147.543
2012-11-30,08:18:00,15:44:00,446.0,158.0,06:00:00,18:02:00,06:45:00,17:17:00,07:32:00,16:29:00,12:01:00,147.519
2012-12-01,08:19:00,15:43:00,443.0,152.0,06:01:00,18:01:00,06:46:00,17:16:00,07:34:00,16:29:00,12:01:00,147.495
2012-12-02,08:21:00,15:42:00,441.0,146.0,06:02:00,18:01:00,06:47:00,17:16:00,07:35:00,16:28:00,12:02:00,147.472
2012-12-03,08:23:00,15:42:00,439.0,140.0,06:04:00,18:00:00,06:49:00,17:15:00,07:37:00,16:27:00,12:02:00,147.45
2012-12-04,08:24:00,15:41:00,436.0,133.0,06:05:00,18:00:00,06:50:00,17:15:00,07:38:00,16:27:00,12:03:00,147.429
2012-12-05,08:26:00,15:40:00,434.0,127.0,06:06:00,18:00:00,06:51:00,17:15:00,07:39:00,16:26:00,12:03:00,147.409
2012-12-06,08:27:00,15:40:00,432.0,120.0,06:07:00,17:59:00,06:52:00,17:14:00,07:41:00,16:26:00,12:03:00,147.389
2012-12-07,08:28:00,15:39:00,430.0,113.0,06:08:00,17:59:00,06:54:00,17:14:00,07:42:00,16:25:00,12:04:00,147.37
2012-12-08,08:30:00,15:39:00,429.0,106.0,06:09:00,17:59:00,06:55:00,17:14:00,07:43:00,16:25:00,12:04:00,147.352
2012-12-09,08:31:00,15:38:00,427.0,99.0,06:10:00,17:59:00,06:56:00,17:14:00,07:44:00,16:25:00,12:05:00,147.334
2012-12-10,08:32:00,15:38:00,425.0,91.0,06:11:00,17:59:00,06:57:00,17:13:00,07:46:00,16:25:00,12:05:00,147.316
2012-12-11,08:33:00,15:38:00,424.0,84.0,06:12:00,17:59:00,06:58:00,17:13:00,07:47:00,16:25:00,12:06:00,147.3
2012-12-12,08:35:00,15:38:00,423.0,76.0,06:13:00,17:59:00,06:59:00,17:13:00,07:48:00,16:25:00,12:06:00,147.283
2012-12-13,08:36:00,15:38:00,422.0,68.0,06:14:00,17:59:00,07:00:00,17:13:00,07:49:00,16:25:00,12:07:00,147.268
2012-12-14,08:37:00,15:38:00,420.0,61.0,06:15:00,17:59:00,07:01:00,17:14:00,07:49:00,16:25:00,12:07:00,147.252
2012-12-15,08:38:00,15:38:00,420.0,53.0,06:16:00,17:59:00,07:01:00,17:14:00,07:50:00,16:25:00,12:08:00,147.238
2012-12-16,08:38:00,15:38:00,419.0,44.0,06:17:00,18:00:00,07:02:00,17:14:00,07:51:00,16:25:00,12:08:00,147.223
2012-12-17,08:39:00,15:38:00,418.0,36.0,06:17:00,18:00:00,07:03:00,17:14:00,07:52:00,16:25:00,12:09:00,147.209
2012-12-18,08:40:00,15:38:00,418.0,28.0,06:18:00,18:00:00,07:04:00,17:15:00,07:53:00,16:25:00,12:09:00,147.196
2012-12-19,08:41:00,15:39:00,417.0,20.0,06:19:00,18:01:00,07:04:00,17:15:00,07:53:00,16:26:00,12:10:00,147.184
2012-12-20,08:41:00,15:39:00,417.0,12.0,06:19:00,18:01:00,07:05:00,17:15:00,07:54:00,16:26:00,12:10:00,147.172
2012-12-21,08:42:00,15:39:00,417.0,3.0,06:20:00,18:02:00,07:05:00,17:16:00,07:54:00,16:27:00,12:11:00,147.161
2012-12-22,08:42:00,15:40:00,417.0,4.0,06:20:00,18:02:00,07:06:00,17:16:00,07:55:00,16:27:00,12:11:00,147.151
2012-12-23,08:43:00,15:41:00,417.0,12.0,06:21:00,18:03:00,07:06:00,17:17:00,07:55:00,16:28:00,12:12:00,147.142
2012-12-24,08:43:00,15:41:00,418.0,21.0,06:21:00,18:03:00,07:07:00,17:18:00,07:56:00,16:29:00,12:12:00,147.133
2012-12-25,08:43:00,15:42:00,418.0,29.0,06:21:00,18:04:00,07:07:00,17:18:00,07:56:00,16:29:00,12:13:00,147.126
2012-12-26,08:43:00,15:43:00,419.0,37.0,06:22:00,18:05:00,07:07:00,17:19:00,07:56:00,16:30:00,12:13:00,147.119
2012-12-27,08:44:00,15:44:00,420.0,45.0,06:22:00,18:05:00,07:07:00,17:20:00,07:56:00,16:31:00,12:14:00,147.113
2012-12-28,08:44:00,15:45:00,421.0,53.0,06:22:00,18:06:00,07:08:00,17:21:00,07:56:00,16:32:00,12:14:00,147.108
2012-12-29,08:44:00,15:46:00,422.0,61.0,06:22:00,18:07:00,07:08:00,17:22:00,07:57:00,16:33:00,12:15:00,147.104
2012-12-30,08:43:00,15:47:00,423.0,69.0,06:22:00,18:08:00,07:08:00,17:22:00,07:57:00,16:34:00,12:15:00,147.101
2012-12-31,08:43:00,15:48:00,424.0,77.0,06:22:00,18:09:00,07:08:00,17:23:00,07:56:00,16:35:00,12:15:00,147.099
2013-01-01,08:43:00,15:49:00,425.0,85.0,06:22:00,18:10:00,07:08:00,17:24:00,07:56:00,16:36:00,12:16:00,147.098
2013-01-02,08:43:00,15:50:00,427.0,92.0,06:22:00,18:11:00,07:08:00,17:26:00,07:56:00,16:37:00,12:16:00,147.098
2013-01-03,08:42:00,15:52:00,429.0,100.0,06:22:00,18:12:00,07:07:00,17:27:00,07:56:00,16:38:00,12:17:00,147.099
2013-01-04,08:42:00,15:53:00,431.0,107.0,06:22:00,18:13:00,07:07:00,17:28:00,07:56:00,16:39:00,12:17:00,147.1
2013-01-05,08:41:00,15:54:00,432.0,114.0,06:22:00,18:14:00,07:07:00,17:29:00,07:55:00,16:41:00,12:18:00,147.103
2013-01-06,08:41:00,15:56:00,434.0,121.0,06:21:00,18:15:00,07:07:00,17:30:00,07:55:00,16:42:00,12:18:00,147.106
2013-01-07,08:40:00,15:57:00,437.0,128.0,06:21:00,18:16:00,07:06:00,17:31:00,07:54:00,16:43:00,12:19:00,147.11
2013-01-08,08:40:00,15:59:00,439.0,135.0,06:21:00,18:18:00,07:06:00,17:33:00,07:54:00,16:45:00,12:19:00,147.114
2013-01-09,08:39:00,16:01:00,441.0,142.0,06:20:00,18:19:00,07:05:00,17:34:00,07:53:00,16:46:00,12:19:00,147.119
2013-01-10,08:38:00,16:02:00,444.0,148.0,06:20:00,18:20:00,07:05:00,17:35:00,07:53:00,16:48:00,12:20:00,147.125
2013-01-11,08:37:00,16:04:00,446.0,154.0,06:19:00,18:22:00,07:04:00,17:37:00,07:52:00,16:49:00,12:20:00,147.131
2013-01-12,08:36:00,16:06:00,449.0,160.0,06:19:00,18:23:00,07:04:00,17:38:00,07:51:00,16:51:00,12:21:00,147.138
2013-01-13,08:35:00,16:07:00,452.0,166.0,06:18:00,18:24:00,07:03:00,17:40:00,07:50:00,16:52:00,12:21:00,147.145
2013-01-14,08:34:00,16:09:00,455.0,171.0,06:18:00,18:26:00,07:02:00,17:41:00,07:49:00,16:54:00,12:21:00,147.152
2013-01-15,08:33:00,16:11:00,458.0,177.0,06:17:00,18:27:00,07:01:00,17:43:00,07:49:00,16:55:00,12:22:00,147.161
2013-01-16,08:32:00,16:13:00,461.0,182.0,06:16:00,18:29:00,07:01:00,17:44:00,07:48:00,16:57:00,12:22:00,147.17
2013-01-17,08:31:00,16:15:00,464.0,187.0,06:15:00,18:30:00,07:00:00,17:46:00,07:47:00,16:59:00,12:22:00,147.179
2013-01-18,08:29:00,16:17:00,467.0,192.0,06:14:00,18:32:00,06:59:00,17:47:00,07:46:00,17:01:00,12:23:00,147.189
2013-01-19,08:28:00,16:19:00,470.0,197.0,06:14:00,18:33:00,06:58:00,17:49:00,07:44:00,17:02:00,12:23:00,147.2
2013-01-20,08:27:00,16:21:00,474.0,201.0,06:13:00,18:35:00,06:57:00,17:51:00,07:43:00,17:04:00,12:23:00,147.212
2013-01-21,08:25:00,16:23:00,477.0,206.0,06:12:00,18:36:00,06:56:00,17:52:00,07:42:00,17:06:00,12:24:00,147.225
2013-01-22,08:24:00,16:25:00,481.0,210.0,06:10:00,18:38:00,06:54:00,17:54:00,07:41:00,17:08:00,12:24:00,147.238
2013-01-23,08:22:00,16:27:00,484.0,214.0,06:09:00,18:40:00,06:53:00,17:56:00,07:39:00,17:10:00,12:24:00,147.252
2013-01-24,08:21:00,16:29:00,488.0,217.0,06:08:00,18:41:00,06:52:00,17:57:00,07:38:00,17:11:00,12:24:00,147.267
2013-01-25,08:19:00,16:31:00,491.0,221.0,06:07:00,18:43:00,06:51:00,17:59:00,07:37:00,17:13:00,12:25:00,147.283
2013-01-26,08:17:00,16:33:00,495.0,225.0,06:06:00,18:45:00,06:50:00,18:01:00,07:35:00,17:15:00,12:25:00,147.3
2013-01-27,08:16:00,16:35:00,499.0,228.0,06:05:00,18:46:00,06:48:00,18:03:00,07:34:00,17:17:00,12:25:00,147.317
2013-01-28,08:14:00,16:37:00,503.0,231.0,06:03:00,18:48:00,06:47:00,18:04:00,07:32:00,17:19:00,12:25:00,147.336
2013-01-29,08:12:00,16:39:00,507.0,234.0,06:02:00,18:50:00,06:45:00,18:06:00,07:31:00,17:21:00,12:25:00,147.355
2013-01-30,08:10:00,16:42:00,511.0,237.0,06:00:00,18:52:00,06:44:00,18:08:00,07:29:00,17:23:00,12:26:00,147.375
2013-01-31,08:08:00,16:44:00,515.0,240.0,05:59:00,18:53:00,06:42:00,18:10:00,07:27:00,17:25:00,12:26:00,147.396
